UML ID	Group Name	Parent Company	Mill Name	RSPO Certification	Latitude	Longitude	Country	Province	District
PO1000000017	AGROPALMA	AGROPALMA	CPA	Not Certificated	-2.253539	-48.58567	Brazil	Pará	Acará
PO1000000019	KULIM (MALAYSIA) BERHAD	EPA MANAGEMENT SDN BHD	SEDENAK	MB	1.730858	103.538323	Malaysia	Johor	Kulaijaya
PO1000000020	NBPOL	NEW BRITAIN PALM OIL	MOSA	IP	-5.6225	150.23735	Papua New Guinea	West New Britain	Talasea
PO1000000021	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	BUATAN I	MB	0.4344444	101.825	Indonesia	Riau	Siak
PO1000000052	IOI CORPORATION	PAMOL ESTATES (SABAH) SDN BHD	PAMOL SABAH	IP	6.002431	117.398389	Malaysia	Sabah	Beluran
PO1000000053	SIPEF	HARGY OIL PALM LTD	HARGY MILL	IP	-5.311111	151.01097	Papua New Guinea	West New Britain	Talasea
PO1000000054	MUSIM MAS	MUSIM MAS HOLDINGS PTE LTD	BATANG KULIM	IP	0.077043	102.030838	Indonesia	Riau	Pelalawan
PO1000000058	CARGILL	HINDOLI	SUNGAI LILIN	IP	-2.612778	104.128242	Indonesia	Sumatera Selatan	Musi Banyuasin
PO1000000063	SIME DARBY	SIME DARBY PLANTATION BHD	BINUANG (SOU 28)	"IP, MB"	4.704457	118.060186	Malaysia	Sabah	Kunak
PO1000000064	SIME DARBY	SIME DARBY PLANTATION BHD	MEROTAI (SOU 30)	MB	4.369347	117.832905	Malaysia	Sabah	Tawau
PO1000000065	SIME DARBY	SIME DARBY PLANTATION BHD	SANDAKAN BAY (SOU 26)	"IP, MB"	5.641362	118.166868	Malaysia	Sabah	Sandakan
PO1000000066	WILMAR GROUP	SABAHMAS PLANTATION SDN BHD	SABAHMAS	MB	5.179162	118.405246	Malaysia	Sabah	Lahad Datu
PO1000000091	WILMAR GROUP	SAREMAS SDN BHD	SAREMAS 1	MB	3.524921	113.744412	Malaysia	Sarawak	Miri
PO1000000092	MUSIM MAS	AGRO WIRATAMA	AGROWIRATAMA	IP	0.198958	99.626589	Indonesia	Sumatera Barat	Pasaman Barat
PO1000000093	WILMAR GROUP	SAREMAS SDN BHD	SAREMAS 2	IP	3.450453	113.765561	Malaysia	Sarawak	Miri
PO1000000094	IOI CORPORATION	IOI CORPORATION BHD	GOMALI	IP	2.611826	102.678656	Malaysia	Johor	Segamat
PO1000000095	SIPEF	EASTERN SUMATERA INDONESIA	BUKIT MARADJA	IP	3.012294	99.235572	Indonesia	Sumatera Utara	Simalungun
PO1000000097	SIME DARBY	SIME DARBY PLANTATION BHD	EAST (SOU 8)	"IP, MB"	2.883333	101.436136	Malaysia	Selangor	Kuala Langat
PO1000000098	SIME DARBY	SIME DARBY PLANTATION BHD	TANAH MERAH (SOU 14)	"IP, MB"	2.655278	101.792778	Malaysia	Negeri Sembilan	Port Dickson
PO1000000099	SIPEF	TOLAN TIGA INDONESIA	PERLABIAN	IP	2.061383	100.081222	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000000101	SIME DARBY	SIME DARBY PLANTATION BHD	SEGALIUD (SOU 25)	Not Certificated	5.726001	117.754574	Malaysia	Sabah	Sandakan
PO1000000102	NBPOL	RAMU AGRI INDUSTRIES	GUSAP	IP	-6.073194	145.984583	Papua New Guinea	Morobe	Markham
PO1000000103	SIME DARBY	SIME DARBY PLANTATION BHD	WEST (SOU 9)	"IP, MB"	2.905	101.361306	Malaysia	Selangor	Kuala Langat
PO1000000104	SIME DARBY	SIME DARBY PLANTATION BHD	SUNGAI DINGIN (SOU 1)	"IP, MB"	5.39432	100.71117	Malaysia	Kedah	Kulim
PO1000000105	SIPEF	HARGY OIL PALM LTD	NAVO MILL	Not Certificated	-5.094109	151.224494	Papua New Guinea	West New Britain	Talasea
PO1000000106	MUSIM MAS	SUKAJADI SAWIT MEKAR	SUKAJADI SAWIT MEKAR 1	IP	-2.381111	112.539722	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000107	SIME DARBY	SIME INDO AGRO	BUKIT AJONG	MB	0.268939	110.482802	Indonesia	Kalimantan Barat	Sanggau
PO1000000109	IOI CORPORATION	IOI CORPORATION BHD	PAMOL KLUANG	IP	2.110445	103.392307	Malaysia	Johor	Keluang
PO1000000110	IOI CORPORATION	IOI CORPORATION BHD	SAKILAN	IP	5.839281	117.8437	Malaysia	Sabah	Sandakan
PO1000000114	SIME DARBY	SIME DARBY PLANTATION BHD	YONG PENG (SOU 19A)	Not Certificated	2.058808	103.148394	Malaysia	Johor	Batu Pahat
PO1000000118	IOI CORPORATION	IOI CORPORATION BHD	BATURONG	IP	4.7553	118.0886	Malaysia	Sabah	Kunak
PO1000000120	IOI CORPORATION	IOI CORPORATION BHD	BUKIT LEELAU	IP	3.30273	103.137889	Malaysia	Pahang	Pekan
PO1000000122	IOI CORPORATION	IOI CORPORATION BHD	MAYVIN	IP	5.5553	117.226439	Malaysia	Sabah	Beluran
PO1000000123	DAABON GROUP	C.I. TEQUENDAMA S.A.S.	EXTRACTORA TEQUENDAMA	IP	10.5485472	-74.181286	Colombia	Magdalena	Aracataca
PO1000000128	JC CHANG (PTE) LTD	CAROTINO SDN BHD	CAROTINO	IP	3.816627	102.818213	Malaysia	Pahang	Kuantan
PO1000000130	WILMAR GROUP	SAPI PLANTATION SDN BHD	TERUSAN	MB	5.831514	117.340459	Malaysia	Sabah	Beluran
PO1000000131	NBPOL	GUADALCANAL PLAINS PALM OIL LTD	TERERE	IP	-9.4427	160.2187	Solomon Islands	Guadalcanal	East Ghaobata
PO1000000134	MUSIM MAS	SUKAJADI SAWIT MEKAR	SUKAJADI SAWIT MEKAR 2	IP	-2.37025	112.6026111	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000137	WILMAR GROUP	SAPI PLANTATION SDN BHD	SAPI	MB	5.733519	117.387404	Malaysia	Sabah	Beluran
PO1000000139	WILMAR GROUP	REKA HALUS SDN BHD	REKA HALUS	MB	5.766708	117.463737	Malaysia	Sabah	Beluran
PO1000000143	REA HOLDINGS	REA KALTIM	PERDANA PALM OIL MILL	MB	0.25854	116.149918	Indonesia	Kalimantan Timur	Kutai Kartanegara
PO1000000144	WILMAR GROUP	MUSTIKA SEMBULUH	MUSTIKA SEMBULUH 1	MB	-2.5905	112.511283	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000146	WILMAR GROUP	KERRY SAWIT INDONESIA	KERRY SAWIT INDONESIA 1	MB	-2.784633	112.509533	Indonesia	Kalimantan Tengah	Seruyan
PO1000000148	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	UKUI I	MB	-0.2232	102.095	Indonesia	Riau	Pelalawan
PO1000000155	SIME DARBY	SIME DARBY PLANTATION BHD	BUKIT KERAYONG (SOU 7)	Not Certificated	3.186861	101.374889	Malaysia	Selangor	Kuala Selangor
PO1000000156	SIME DARBY	SIME DARBY PLANTATION BHD	JABOR (SOU 12)	MB	3.960833	103.308889	Malaysia	Trengganu	Kemaman
PO1000000157	SIME DARBY	SIME DARBY PLANTATION BHD	TENNAMARAM (SOU 6)	"IP, MB"	3.395639	101.417614	Malaysia	Selangor	Kuala Selangor
PO1000000169	WILMAR GROUP	SABAHMAS PLANTATION SDN BHD	RIBUBONUS	MB	5.686858	117.09226	Malaysia	Sabah	Beluran
PO1000000170	MUSIM MAS	MAJU ANEKA SAWIT	MAJU ANEKA SAWIT	IP	-2.478167	112.647611	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000180	MUSIM MAS	BERKAT SAWIT SEJATI	BERKAT SAWIT SEJATI	"IP, MB"	-2.3192778	103.7116389	Indonesia	Sumatera Selatan	Musi Banyuasin
PO1000000182	SIME DARBY	SIME DARBY PLANTATION BHD	GIRAM (SOU 29)	MB	4.586785	118.193914	Malaysia	Sabah	Tawau
PO1000000183	SIME DARBY	SIME DARBY PLANTATION BHD	GUNUNG MAS (SOU 21)	"IP, MB"	2.243544	103.137941	Malaysia	Johor	Segamat
PO1000000184	BAKRIE	BAKRIE SUMATERA PLANTATIONS	UNIT KISARAN	Not Certificated	3.04075	99.581444	Indonesia	Sumatera Utara	Asahan
PO1000000185	HAP SENG PLANTATIONS HOLDINGS BERHAD	HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD	BUKIT MAS	IP	5.3373003	118.47364	Malaysia	Sabah	Kinabatangan
PO1000000187	SIME DARBY	SIME DARBY PLANTATION BHD	DIAMOND JUBILEE (SOU 18)	"IP, MB"	2.324247	102.482843	Malaysia	Melaka	Jasin
PO1000000189	SIME DARBY	SIME DARBY PLANTATION BHD	NORDANAL (SOU 19)	Not Certificated	2.183333	102.733333	Malaysia	Johor	Muar
PO1000000190	SIME DARBY	SIME DARBY PLANTATION BHD	CHAAH (SOU 20)	"IP, MB"	2.148725	102.973994	Malaysia	Johor	Batu Pahat
PO1000000191	SIME DARBY	SIME DARBY PLANTATION BHD	ELPHIL (SOU 3)	MB	4.89058	101.093096	Malaysia	Perak	Kuala Kangsar
PO1000000192	SIME DARBY	SIME DARBY PLANTATION BHD	BUKIT PUTERI (SOU 10)	MB	4.202694	101.862639	Malaysia	Pahang	Lipis
PO1000000193	SIME DARBY	SIME DARBY PLANTATION BHD	SERI INTAN (SOU 5)	"IP, MB"	3.969228	100.985558	Malaysia	Perak	Hilir Perak
PO1000000194	SIME DARBY	SIME DARBY PLANTATION BHD	BUKIT BENUT (SOU 22)	"IP, MB"	1.931143	103.347365	Malaysia	Johor	Keluang
PO1000000195	SIME DARBY	SIME DARBY PLANTATION BHD	SELABA (SOU 5)	MB	3.9889722	101.081278	Malaysia	Perak	Hilir Perak
PO1000000198	WILMAR GROUP	SRI KAMUSAN SDN BHD	SRI KAMUSAN	MB	6.203802	117.291189	Malaysia	Sabah	Beluran
PO1000000199	IOI CORPORATION	SYARIKAT PUKIN LADANG KELAPA SAWIT SDN BHD	PUKIN	IP	2.72235	102.911	Malaysia	Pahang	Rompin
PO1000000201	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	KEKAYAAN PALM OIL MILL	IP	2.204546	103.270394	Malaysia	Johor	Keluang
PO1000000202	NBPOL	NEW BRITAIN PALM OIL	POLIAMBA	IP	-2.874136	151.275933	Papua New Guinea	New Ireland	Kavieng
PO1000000223	MRICOP	"MONG RETHTHY INVESTMENT CAMBODIA OIL PALM CO., LTD"	ANLONG KROPEU PALM OIL MILL	Not Certificated	10.959694	103.907833	Cambodia	Kaôh Kong	Kampong Seila
PO1000000227	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SEMENCHU	Not Certificated	1.578283	104.104929	Malaysia	Johor	Kota Tinggi
PO1000000234	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	WA HA	MB	1.792735	104.076218	Malaysia	Johor	Kota Tinggi
PO1000000235	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	LOK HENG	Not Certificated	1.720542	104.119997	Malaysia	Johor	Kota Tinggi
PO1000000236	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	ADELA	MB	1.552768	104.1873	Malaysia	Johor	Kota Tinggi
PO1000000238	UNITED PLANTATIONS	UNITED PLANTATIONS BHD	JENDARATA	Not Certificated	3.853889	100.968333	Malaysia	Perak	Hilir Perak
PO1000000240	UNITED PLANTATIONS	UNITED PLANTATIONS BHD	ULU BASIR	IP	3.724444	101.255833	Malaysia	Perak	Batang Padang
PO1000000242	UNITED PLANTATIONS	UNITED PLANTATIONS BHD	ULU BERNAM OPTIMILL 	IP	3.76667	101.21667	Malaysia	Perak	Hilir Perak
PO1000000243	UNITED PLANTATIONS	UNITED INTERNATIONAL ENTERPRISES (M) SDN BHD	UIE	IP	4.443889	100.722778	Malaysia	Perak	Manjung
PO1000000254	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KOTA GELANGGI	Not Certificated	3.921733	102.489533	Malaysia	Pahang	Jerantut
PO1000000255	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	LEPAR UTARA 6	MB	3.970817	102.691667	Malaysia	Pahang	Jerantut
PO1000000261	KUALA LUMPUR KEPONG (KLK)	KL-KEPONG (SABAH) SDN BHD	BORNION	"IP, MB"	5.609	117.7899	Malaysia	Sabah	Kinabatangan
PO1000000262	KUALA LUMPUR KEPONG (KLK)	KL-KEPONG (SABAH) SDN BHD	RIMMER	IP	5.0193	118.5715	Malaysia	Sabah	Lahad Datu
PO1000000263	KUALA LUMPUR KEPONG (KLK)	KL-KEPONG (SABAH) SDN BHD	LUNGMANIS	Not Certificated	5.08395	118.58825	Malaysia	Sabah	Lahad Datu
PO1000000272	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	LEPAR UTARA 4	Not Certificated	3.873063	102.816263	Malaysia	Pahang	Kuantan
PO1000000279	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	MUARA BULIAN	MB	-1.5851	103.201217	Indonesia	Jambi	Batang Hari
PO1000000280	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	JERAM PADANG	IP	2.735111	102.4085	Malaysia	Negeri Sembilan	Jempol
PO1000000283	MP EVANS	PANGKATAN INDONESIA	PANGKATAN	"IP, MB"	2.10305	99.94766	Indonesia	Sumatera Utara	Labuhanbatu
PO1000000284	SAMPOERNA AGRO	AEK TARUM	BELIDA	Not Certificated	-3.836633	104.969517	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000000286	MUSIM MAS	UNGGUL LESTARI	UNGGUL LESTARI	IP	-1.5958444	112.598831	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000294	SIME DARBY	SIME DARBY PLANTATION BHD	FLEMINGTON (SOU 4)	"IP, MB"	3.928056	100.857222	Malaysia	Perak	Hilir Perak
PO1000000295	SIME DARBY	SIME DARBY PLANTATION BHD	KERDAU (SOU 11)	"IP, MB"	3.569444	102.278333	Malaysia	Pahang	Temerloh
PO1000000296	SIME DARBY	SIME DARBY PLANTATION BHD	KOK FOH (SOU 16)	"IP, MB"	2.784667	102.504167	Malaysia	Negeri Sembilan	Jempol
PO1000000297	SIME DARBY	SIME DARBY PLANTATION BHD	LABU (SOU 13)	Not Certificated	2.748889	101.8045	Malaysia	Negeri Sembilan	Seremban
PO1000000298	SIME DARBY	SIME DARBY PLANTATION BHD	SUA BETONG (SOU 15)	Not Certificated	2.52833	101.895278	Malaysia	Negeri Sembilan	Port Dickson
PO1000000300	SIME DARBY	SIME DARBY PLANTATION BHD	MELALAP (SOU 27)	MB	5.230789	115.986263	Malaysia	Sabah	Tenom
PO1000000301	SIME DARBY	SIME DARBY PLANTATION BHD	HADAPAN (SOU 24)	MB	1.76216	103.448669	Malaysia	Johor	Kulaijaya
PO1000000302	SIME DARBY	SIME DARBY PLANTATION BHD	CHERSONESE (SOU 2)	MB	4.978457	100.461902	Malaysia	Perak	Kerian
PO1000000303	SIME DARBY	SIME DARBY PLANTATION BHD	PEKAKA (SOU 34)	Not Certificated	3.461379	113.654176	Malaysia	Sarawak	Miri
PO1000000304	SIME DARBY	SIME DARBY PLANTATION BHD	LAVANG (SOU 31)	IP	3.4283333	113.60028	Malaysia	Sarawak	Bintulu
PO1000000305	SIME DARBY	SIME DARBY PLANTATION BHD	RAJAWALI (SOU 32)	IP	3.372505	113.400597	Malaysia	Sarawak	Bintulu
PO1000000306	SIME DARBY	SIME DARBY PLANTATION BHD	DERAWAN (SOU 33)	MB	3.390203	113.345417	Malaysia	Sarawak	Bintulu
PO1000000307	SIME DARBY	SIME DARBY PLANTATION BHD	ULU REMIS (SOU 23)	"IP, MB"	1.834444	103.4625	Malaysia	Johor	Keluang
PO1000000312	AGRIVAR	AGRIVAR	AGRIVAR BONOUA	IP	5.281733	-3.5282	Côte d'Ivoire	Comoé	Sud Comoé
PO1000000314	SIME DARBY	TEGUH SEMPURNA	PEMANTANG	IP	-2.148333	112.292778	Indonesia	Kalimantan Tengah	Seruyan
PO1000000315	SIME DARBY	BAHARI GEMBIRA RIA	LADANG PANJANG	MB	-1.791666	103.791388	Indonesia	Jambi	Muaro Jambi
PO1000000316	SIME DARBY	BINA SAINS CEMERLANG	SUNGAI PINANG	MB	-2.985722	103.406028	Indonesia	Sumatera Selatan	Musi Rawas
PO1000000317	SIME DARBY	ANEKA INTI PERSADA	TELUK SIAK	MB	0.591389	101.658889	Indonesia	Riau	Siak
PO1000000318	SIME DARBY	BHUMIREKSA NUSA SEJATI	TELUK BAKAU	MB	0.2565	103.588833	Indonesia	Riau	Indragiri Hilir
PO1000000319	SIME DARBY	BERSAMA SEJAHTERA SAKTI	GUNUNG ARU	"IP, MB"	-3.494722	116.166667	Indonesia	Kalimantan Selatan	Kota Baru
PO1000000320	SIME DARBY	GUTHRIE PECCONINA INDONESIA	"RANTAU PANJANG POM, PT GPI"	MB	-2.916183	103.750833	Indonesia	Sumatera Selatan	Musi Banyuasin
PO1000000321	SIME DARBY	INDOTRUBA TENGAH	SEKUNYIR	MB	-2.444722	112.006667	Indonesia	Kalimantan Tengah	Kotawaringin Barat
PO1000000322	SIME DARBY	KRIDATAMA LANCAR	SUKAMANDANG	IP	-2.06215	112.315367	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000000323	SIME DARBY	LAGUNA MANDIRI	RANTAU FACTORY	"IP, MB"	-2.439167	116.114167	Indonesia	Kalimantan Selatan	Kota Baru
PO1000000324	SIME DARBY	LANGGENG MUARA MAKMUR	BEBUNGA	MB	-2.373611	116.329722	Indonesia	Kalimantan Selatan	Kota Baru
PO1000000325	SIME DARBY	LADANGRUMPUN SUBURABADI	ANGSANA	Not Certificated	-3.614333	115.610833	Indonesia	Kalimantan Selatan	Tanah Bumbu
PO1000000326	SIME DARBY	LAHAN TANI SAKTI	ALUR DUMAI	IP	1.561111	100.541667	Indonesia	Riau	Rokan Hilir
PO1000000327	SIME DARBY	PARIPURNA SWAKARSA	PONDOK LABU	MB	-2.481389	116.5125	Indonesia	Kalimantan Selatan	Kota Baru
PO1000000328	SIME DARBY	SWADAYA ANDIKA	SELABAK	Not Certificated	-2.507222	116.206389	Indonesia	Kalimantan Selatan	Kota Baru
PO1000000329	SIME DARBY	SAJANG HEULANG	ANGSANA MINI	Not Certificated	-3.672783	115.621933	Indonesia	Kalimantan Selatan	Tanah Bumbu
PO1000000330	SIME DARBY	TUNGGAL MITRA PLANTATIONS	MANGGALA	MB	1.520525	100.7319	Indonesia	Riau	Rokan Hilir
PO1000000331	SIME DARBY	TAMACO GRAHA KRIDA	UNGKAYA	MB	-2.222778	121.563611	Indonesia	Sulawesi Tengah	Morowali
PO1000000338	BOUSTEAD PLANTATIONS BERHAD	BOUSTEAD PLANTATIONS BHD	SUNGAI JERNIH	IP	3.337	103.099972	Malaysia	Pahang	Pekan
PO1000000340	KERESA PLANTATIONS SDN BHD	KERESA MILL SDN BHD	KERESA	MB	3.164113	113.600176	Malaysia	Sarawak	Bintulu
PO1000000345	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	TUNGKAL ULU	MB	-1.301383	102.97935	Indonesia	Jambi	Tanjung Jabung B
PO1000000347	SIME DARBY	SIME DARBY PLANTATION BHD	KEMPAS (SOU 17)	Not Certificated	2.243522	102.481386	Malaysia	Melaka	Jasin
PO1000000352	SOCFIN S.A.	SOCFIN INDONESIA	TANAH GAMBUS	IP	3.204167	99.403889	Indonesia	Sumatera Utara	Batu Bara
PO1000000354	DHARMA SATYA NUSANTARA (DSN)	SWAKARSA SINAR SENTOSA	PKS-1	Not Certificated	1.124295	116.851821	Indonesia	Kalimantan Timur	Kutai Timur
PO1000000355	MUSIM MAS	MUSIM MAS HOLDINGS PTE LTD	PANGKALAN LESUNG	IP	0.05444	102.075	Indonesia	Riau	Pelalawan
PO1000000382	ROYAL GOLDEN EAGLE	INTI INDOSAWIT SUBUR	BUATAN II	IP	0.46	101.867361	Indonesia	Riau	Pelalawan
PO1000000407	AGROPALMA	AGROPALMA	CRAI	Not Certificated	-2.5267611	-48.796625	Brazil	Pará	Tailândia
PO1000000408	AGROPALMA	AGROPALMA	AGROPALMA	Not Certificated	-2.542728	-48.705328	Brazil	Pará	Tailândia
PO1000000411	KUALA LUMPUR KEPONG (KLK)	ADEI PLANTATION AND INDUSTRY	MANDAU	"IP, MB"	1.081944	101.333361	Indonesia	Riau	Bengkalis
PO1000000427	KUALA LUMPUR KEPONG (KLK)	KL-KEPONG (SABAH) SDN BHD	PINANG	IP	4.450414	118.278194	Malaysia	Sabah	Semporna
PO1000000428	KUALA LUMPUR KEPONG (KLK)	KL-KEPONG (SABAH) SDN BHD	MILL 2	IP	4.4550861	118.223825	Malaysia	Sabah	Tawau
PO1000000438	LAM SOON (THAILAND)	LAM SOON (THAILAND)	TRANG PLANT	Not Certificated	7.71	99.3205	Thailand	Trang	Sikao
PO1000000451	SOCFIN S.A.	SOCFIN INDONESIA	BANGUN BANDAR MILL	IP	3.33166	99.043333	Indonesia	Sumatera Utara	Serdang Bedagai
PO1000000505	KECK SENG (M) BERHAD	KECK SENG (M) BHD	MASAI	MB	1.540525	103.964953	Malaysia	Johor	Johor Baharu
PO1000000512	REA HOLDINGS	REA KALTIM	CAKRA	"IP, MB"	0.265333	116.266417	Indonesia	Kalimantan Timur	Kutai Kartanegara
PO1000000514	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	JENGKA 3	Not Certificated	3.6946583	102.594722	Malaysia	Pahang	Maran
PO1000000520	NBPOL	KULA PALM OIL LTD - HIGATURU OIL PALMS	MAMBA	Not Certificated	-8.8546667	147.706944	Papua New Guinea	Oro	Sohe
PO1000000521	NBPOL	KULA PALM OIL LTD - MILNE BAY ESTATES	HAGITA	IP	-10.315733	150.286233	Papua New Guinea	Milne Bay	Alotau
PO1000000524	JC CHANG (PTE) LTD	ASIA OIL PALM SDN BHD	ASIA	MB	5.292781	118.206817	Malaysia	Sabah	Kinabatangan
PO1000000527	JC CHANG (PTE) LTD	MELEWAR PROPERTIES SDN BHD	MELEWAR	MB	5.272222	118.053444	Malaysia	Sabah	Kinabatangan
PO1000000530	ANJ GROUP	AUSTINDO NUSANTARA JAYA AGRI 	AUSTINDO NUSANTARA JAYA AGRI BINANGA	MB	1.479483	99.957167	Indonesia	Sumatera Utara	Padang Lawas Utara
PO1000000531	ANJ AGRO	SAHABAT MEWAH & MAKMUR	JANGKANG	MB	-2.996917	107.87665	Indonesia	Bangka Belitung	Belitung Timur
PO1000000540	IOI CORPORATION	SYARIMO SDN BHD	SYARIMO	IP	5.334037	117.781334	Malaysia	Sabah	Kinabatangan
PO1000000541	IOI CORPORATION	LADANG SABAH SDN BHD	LADANG SABAH	IP	5.729989	117.57775	Malaysia	Sabah	Beluran
PO1000000553	SUNGAI BUDI	TUNAS BARU LAMPUNG	PT TUNAS BARU LAMPUNG TBK	Not Certificated	-2.9059216	104.913874	Indonesia	Sumatera Selatan	Banyu Asin
PO1000000560	WILMAR GROUP	PERKEBUNAN MILANO	PINANG AWAM	MB	1.842826	100.203138	Indonesia	Sumatera Utara	Labuhanbatu Selatan
PO1000000561	WILMAR GROUP	KENCANA SAWIT INDONESIA	KENCANA SAWIT INDONESIA	MB	-1.46778	101.514439	Indonesia	Sumatera Barat	Solok Selatan
PO1000000562	WILMAR GROUP	TANIA SELATAN	BURNAI TIMUR	MB	-3.627	104.869467	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000000567	SALIM GROUP	SALIM IVOMAS PRATAMA	KAYANGAN	Not Certificated	1.66325	100.59025	Indonesia	Riau	Rokan Hilir
PO1000000576	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BUKIT MENDI	Not Certificated	3.205803	102.303442	Malaysia	Pahang	Bera
PO1000000600	WILMAR GROUP	SARANA TITIAN PERMATA	SARANA TITIAN PERMATA PKS 1	Not Certificated	-2.894444	112.543611	Indonesia	Kalimantan Tengah	Seruyan
PO1000000601	WILMAR GROUP	AMP PLANTATION	AMP PLANTATION	MB	-0.154717	100.029167	Indonesia	Sumatera Barat	Agam
PO1000000603	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SEROJA	Not Certificated	3.590383	102.55915	Malaysia	Pahang	Maran
PO1000000607	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	JENGKA 21	MB	3.740236	102.489625	Malaysia	Pahang	Maran
PO1000000614	UNIVANICH PALM OIL	UNIVANICH PALM OIL PUBLIC COMPANY LTD	LAMTHAP MILL	Not Certificated	8.000322	99.330686	Thailand	Krabi	Lam Thap
PO1000000638	KUALA LUMPUR KEPONG (KLK)	SEKARBUMI ALAMLESTARI	TAPUNG KANAN	"IP, MB"	0.757222	101.219722	Indonesia	Riau	Kampar
PO1000000674	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	PADANG PIOL	Not Certificated	4.023889	102.388333	Malaysia	Pahang	Jerantut
PO1000000694	UNIVANICH PALM OIL	UNIVANICH PALM OIL PUBLIC COMPANY LTD	TOPI MILL	Not Certificated	8.578792	98.920751	Thailand	Surat Thani	Prasaeng
PO1000000695	UNIVANICH PALM OIL	UNIVANICH PALM OIL PUBLIC COMPANY LTD	SIAM MILL	"IP, MB"	8.385622	98.729131	Thailand	Krabi	Ao Luk
PO1000000706	SIME DARBY	PERKASA SUBUR SAKTI	BLANG SIMPO	"IP, MB"	4.70789	97.838433	Indonesia	Aceh	Aceh Timur
PO1000000762	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	TRIANG	MB	3.27	102.577	Malaysia	Pahang	Bera
PO1000000819	NATURAL HABITATS GROUP	EXTRACTORA NATURAL S.A. EXTRANATU	EXTRACTORA NATURAL S.A. EXTRANATU	Not Certificated	0.678301	-79.539845	Ecuador	Esmeraldas	Esmeraldas
PO1000000820	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	KEMASUL	MB	3.2725	102.231389	Malaysia	Pahang	Bentong
PO1000000829	SIME DARBY	SAJANG HEULANG	MUSTIKA	Not Certificated	-3.4886111	115.7386111	Indonesia	Kalimantan Selatan	Tanah Bumbu
PO1000000879	PTPN III	PERKEBUNAN NUSANTARA III	SEI MANGKEI	MB	3.13077	99.343861	Indonesia	Sumatera Utara	Simalungun
PO1000000884	BAKRIE	AGRO MITRA MADANI	AGRO MITRA MADANI	Not Certificated	-1.077592	103.110697	Indonesia	Jambi	Tanjung Jabung B
PO1000000892	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	TANJONG MALIM	MB	3.695	101.485667	Malaysia	Selangor	Hulu Selangor
PO1000000894	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	BATU LINTANG	IP	5.193591	100.62843	Malaysia	Kedah	Bandar Baharu
PO1000000895	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	TUAN MEE	MB	3.265156	101.463279	Malaysia	Selangor	Kuala Selangor
PO1000000896	KUALA LUMPUR KEPONG (KLK)	KUALA LUMPUR KEPONG BHD	CHANGKAT CHERMIN	IP	4.27527	100.78498	Malaysia	Perak	Manjung
PO1000000898	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	BUKIT KEPAYANG	MB	3.346311	102.597375	Malaysia	Pahang	Bera
PO1000000901	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	TEMENTI	Not Certificated	3.26472222	102.598889	Malaysia	Pahang	Bera
