UML ID	Group Name	Parent Company	Mill Name	RSPO Certification	Latitude	Longitude	Country	Province	District
PO1000009559	UNKNOWN	KURNIA BATANG HARI BERJAYA	KURNIA BATANG HARI BERJAYA	Not Certificated	-1.788731	103.079706	Indonesia	Jambi	Batang Hari
PO1000009560	UNKNOWN	RIOPAILA CASTILLA S.A.	CASTILLA	Not Certificated	3.367247	-76.286729	Colombia	Valle del Cauca	Pradera
PO1000009561	UNKNOWN	TEUPIN LADA	TEUPIN LADA	Not Certificated	5.051111	97.569722	Indonesia	Aceh	Aceh Timur
PO1000009566	BUMITAMA GUNAJAYA AGRO (BGA)	SENTOSA PRIMA AGRO	BUKIT BELABAN JAYA	Not Certificated	-1.7511	110.491483	Indonesia	Kalimantan Barat	Ketapang
PO1000009567	UNKNOWN	SAWIT INTI PRIMA PERKASA	SAWIT INTI PRIMA PERKASA	Not Certificated	1.254767	101.153567	Indonesia	Riau	Bengkalis
PO1000009568	PERTUBUHAN PELADANG NEGERI PERAK (PPNP)	PERTUBUHAN PELADANG NEGERI PERAK (PPNP)	PERTUBUHAN PELADANG NEGERI PERAK (PPNP)	Not Certificated	4.458306	100.770444	Malaysia	Perak	Manjung
PO1000009580	UNKNOWN	GUNUNG SAWIT MAS	GUNUNG SAWIT MAS	Not Certificated	1.080556	100.294444	Indonesia	Riau	Rokan Hulu
PO1000009584	CITRA BORNEO INDAH (CBI)	SAWIT MULTI UTAMA	NANGA KIU	MB	-1.837889	111.532806	Indonesia	Kalimantan Tengah	Lamandau
PO1000009588	MINANGA	MINANGA OGAN	SEI INAI	Not Certificated	-4.063333333	104.1302778	Indonesia	Sumatera Selatan	Ogan Komering Ulu
PO1000009713	UNKNOWN	WATAWALA PLANTATIONS PLC NIYA	NAKIADENIYA OIL PALM MILL	MB	6.152102	80.326125	Sri Lanka	Galle	Nagoda
PO1000009854	GRUPO OLEOMEX (OLEOFINOS)	OLEOQUÍMICA MEXICANA S.A. de C.V.	MARQUÉS DE COMILLAS	Not Certificated	16.40072	-90.555649	Mexico	Chiapas	Benemérito de las américas
PO1000009960	SIPEF	SIPEFCI	BOLO	Not Certificated	5.302021	-6.037097	Côte d'Ivoire	Bas-Sassandra	Gbôkle
PO1000009990	SOCFIN S.A.	SOCFIN S.A.	OOPC-MAIN STATE AND EXTENSION 1	MB	6.40527778	5.23527778	Nigeria	Edo	OviaSouth-West
PO1000010006	UNKNOWN	SUKSES GEMILANG PALEM	SUKSES GEMILANG PALEM	Not Certificated	-2.2676	102.5471	Indonesia	Jambi	Sarolangun
PO1000010007	UNKNOWN	KHATULISTIWA SINERGI OMNIDAYA	KHATULISTIWA SINERGI OMNIDAYA	Not Certificated	-2.220317	111.458467	Indonesia	Kalimantan Tengah	Lamandau
PO1000010010	UNKNOWN	PRIMANUSA GLOBAL LESTARI	PRIMANUSA GLOBAL LESTARI	Not Certificated	-1.989722222	119.3202222	Indonesia	Sulawesi Barat	Mamuju
PO1000010011	UNKNOWN	PROSYMPAC AGRO LESTARI	SUNGAI GELAM	Not Certificated	-1.8146	103.84816	Indonesia	Sumatera Selatan	Musi Banyuasin
PO1000010012	UNKNOWN	BERKAT SAWIT SUKAMAJU	BERKAT SAWIT SUKAMAJU	Not Certificated	-2.674508	104.07935	Indonesia	Sumatera Selatan	Musi Banyuasin
PO1000010013	JAWA POS	DHARMASRAYA PALMA SEJAHTERA	DHARMASRAYA PALMA SEJAHTERA	Not Certificated	-1.648528	102.925472	Indonesia	Jambi	Batang Hari
PO1000010014	UNKNOWN	ERASAKTI WIRA FORESTAMA	ERASAKTI WIRA FORESTAMA 3	Not Certificated	-1.518977	103.636972	Indonesia	Jambi	Muaro Jambi
PO1000010015	UNKNOWN	SURYA SUMBER SAWIT ABADI	SURYA SUMBER SAWIT ABADI	Not Certificated	-1.471122	102.62099	Indonesia	Jambi	Tebo
PO1000010016	UNKNOWN	PALMA GEMILANG KENCANA	PALMA GEMILANG KENCANA	Not Certificated	-1.29917637	103.48658	Indonesia	Jambi	Tanjung Jabung T
PO1000010017	UNKNOWN	DELTA-PELITA SEBAKONG	PELITA SEBAKONG	Not Certificated	2.668611	112.164723	Malaysia	Sarawak	Mukah
PO1000010018	UNKNOWN	PT. PERKEBUNAN NUSANTARA VI	PENGABUAN PALM OIL MILL	MB	-1.253734	102.954144	Indonesia	Jambi	Tanjung Jabung B
PO1000010019	TETANGGA AKRAB	TETANGGA AKRAB SDN BHD	TETANGGA AKRAB 2	Not Certificated	3.960802	113.896096	Malaysia	Sarawak	Miri
PO1000010020	GENTING PLANTATIONS	SEPANJANG INTI SURYA UTAMA	SEPANJANG INTI SURYA UTAMA 2	Not Certificated	0.807253	110.765619	Indonesia	Kalimantan Barat	Sanggau
PO1000010021	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	CHALOK	Not Certificated	5.409038	102.803139	Malaysia	Trengganu	Setiu
PO1000010022	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	SENINNG	Not Certificated	1.465843	104.200543	Malaysia	Johor	Kota Tinggi
PO1000010023	UNKNOWN	ALCOPALMA S.A.	ALCOPALMA S.A.	Not Certificated	-0.033333333	-79.348528	Ecuador	Santo Domingo de los Tsachilas	La Concordia
PO1000010024	UNKNOWN	PERDANA SAWIT PLANTATION	ARGO MULYO	Not Certificated	0.502569444	111.4894222	Indonesia	Kalimantan Barat	Sintang
PO1000010025	KILANG KELAPA SAWIT SELUMPUR SDN BHD	KILANG KELAPA SAWIT SELUMPUR SDN BHD	KILANG KELAPA SAWIT SELUMPUR SDN BHD	Not Certificated	2.618106	102.809564	Malaysia	Johor	Segamat
PO1000010026	WILMAR GROUP	SARANA TITIAN PERMATA	SARANA TITIAN PERMATA PKS 2	Not Certificated	-2.90454554	112.612766	Indonesia	Kalimantan Tengah	Seruyan
PO1000010027	JAYA TIASA HOLDINGS BERHAD	HARIYAMA SDN BHD	HARIYAMA	Not Certificated	2.656111	111.855259	Malaysia	Sarawak	Matu
PO1000010028	UNKNOWN	BALAM SAWIT SEJAHTERA	BALAM SAWIT SEJAHTERA	Not Certificated	1.697444444	100.684667	Indonesia	Riau	Rokan Hilir
PO1000010029	BEST INDUSTRY	WANA SAWIT SUBUR LESTARI	WANA SAWIT SUBUR LESTARI 2	Not Certificated	-2.621535392	112.098145	Indonesia	Kalimantan Tengah	Seruyan
PO1000010030	UNKNOWN	SUMBER BUMI SAWIT JADI RAYA	SUMBER BUMI SAWIT JADI RAYA	Not Certificated	2.8025	99.2025	Indonesia	Sumatera Utara	Simalungun
PO1000010031	ASTRA AGRO LESTARI	CAKUNG PERMATA NUSA	CAKUNG PERMATA NUSA	Not Certificated	-2.137954477	115.48848	Indonesia	Kalimantan Selatan	Tabalong
PO1000010032	FGV HOLDINGS BERHAD	FGV PALM INDUSTRIES SDN BHD	INDERA	Not Certificated	5.375141	119.097204	Malaysia	Sabah	Kinabatangan
PO1000010033	UNKNOWN	AGUMIL PHILIPPINES	AGUSAN MILL	Not Certificated	8.890608	117.958091	Philippines	Palawan	Brooke's Point
PO1000010034	UNKNOWN	PACO TRADING SDN BHD	SOUTHERN PALM OIL INDUSTRY (1993) CO LTD. SURATHANI	Not Certificated	8.95913	99.222534	Thailand	Surat Thani	Ban Na Doem
PO1000010035	UNKNOWN	GRUPO AGROINDUSTRIAL RIO PAILA CASTILLA	EXTRACTORA RIO PAILA CASTILLA	Not Certificated	5.03109	-70.84156	Colombia	Vichada	Santa Rosalía
PO1000010036	UNKNOWN	GODREJ AGROVET LTD	ARIYALUR	Not Certificated	11.08666	79.071545	India	Tamil Nadu	Ariyalur
PO1000010037	UNKNOWN	DEKELOIL PUBLIC LTD	AYENOUAN MILL	Not Certificated	5.383	-3.32	Côte d'Ivoire	Comoé	Sud Comoé
PO1000010038	RAJAWALI NUSANTARA INDONESIA (RNI)	MITRA OGAN	PKS II	Not Certificated	-3.912389	104.32814	Indonesia	Sumatera Selatan	Ogan Komering Ulu
PO1000010039	UNKNOWN	GIGA PUTRA PERKASA	GIGA PUTRA PERKASA	Not Certificated	0.421039	100.814372	Indonesia	Riau	Rokan Hulu
PO1000010040	KARYA CANGGIH MANDIRI UTAMA (KCMU)/GAJAH TUNGGAL	LAMPUNG INTER PERTIWI	LAMPUNG INTI PERTIWI	Not Certificated	-3.864732	105.286162	Indonesia	Lampung	Mesuji
PO1000010041	UNKNOWN	SUMBER WANGI ALAM	SUMBER WANGI ALAM	Not Certificated	-3.845637	105.189791	Indonesia	Sumatera Selatan	Ogan Komering Ilir
PO1000010042	UNKNOWN	SELATAN AGUNG SEJAHTERA	SELATAN AGUNG SEJAHTERA	Not Certificated	-3.168996	103.10575	Indonesia	Sumatera Selatan	Musi Rawas
PO1000010043	BEST INDUSTRY	BANGUN JAYA ALAM PERMAI	BANGUN JAYA ALAM PERMAI PKS 2	Not Certificated	-2.09189	112.040568	Indonesia	Kalimantan Tengah	Seruyan
PO1000010044	UNKNOWN	JAYA AGRO MANDIRI	JAYA AGRO MANDIRI	Not Certificated	-4.860676	104.940247	Indonesia	Lampung	Lampung Utara
PO1000010045	DARMEX AGRO	DELIMUDA PERKASA	DELIMUDA PERKASA	Not Certificated	-1.62812	102.948077	Indonesia	Jambi	Batang Hari
PO1000010046	GAMA PLANTATIONS	SAWIT UNGGUL AGRO NIAGA	SAWIT UNGGUL AGRO NIAGA	Not Certificated	-0.351137	117.393621	Indonesia	Kalimantan Timur	Kutai Kartanegara
PO1000010047	UNKNOWN	AGRINDO SAWIT MANDIRI	AGRINDO SAWIT MANDIRI	Not Certificated	-2.345481	112.306181	Indonesia	Kalimantan Tengah	Seruyan
PO1000010048	GAMA PLANTATIONS	TH INDO PLANTATIONS	RAMIN	Not Certificated	0.245446	102.97832	Indonesia	Riau	Indragiri Hilir
PO1000010049	WIDYA	MANAKARRA UNGGUL LESTARI	LELING	Not Certificated	-2.200428	119.431559	Indonesia	Sulawesi Barat	Mamuju
PO1000010050	HPI-AGRO (DJARUM)	KAPUAS RIMBA SEJAHTERA	RUAI	Not Certificated	0.61336	109.931435	Indonesia	Kalimantan Barat	Landak
PO1000010051	UNKNOWN	LUBUK BENDAHARA PALMA INDUSTRI	LUBUK BENDAHARA PALMA INDUSTRI	Not Certificated	0.667174	100.508022	Indonesia	Riau	Rokan Hulu
PO1000010052	UNKNOWN	PRIMA MAS LESTARI	PRIMA MAS LESTARI	Not Certificated	-1.707144	102.160727	Indonesia	Jambi	Bungo
PO1000010053	DARMEX AGRO	DARMEX AGRO	DARMEX AGRO	Not Certificated	0.936338	109.168695	Indonesia	Kalimantan Barat	Bengkayang
PO1000010054	UNKNOWN	OLEORIOS S.A.	OLEORIOS	Not Certificated	-1.196569	-79.424569	Ecuador	Los Rios	Ventanas
PO1000010055	DARMEX AGRO	CERIA PRIMA	CP 2	Not Certificated	1.300768	109.666917	Indonesia	Kalimantan Barat	Bengkayang
PO1000010056	UNKNOWN	ALAM PERMAI MAKMUR RAYA	ALAM PERMAI MAKMUR RAYA	Not Certificated	-1.0989	116.61367	Indonesia	Kalimantan Timur	Penajam Paser Utara
PO1000010057	TORGANDA	TOR GANDA	TORGANDA	Not Certificated	1.444446	100.336505	Indonesia	Riau	Rokan Hilir
PO1000010058	UNKNOWN	PALMAC	EXTRACTORA SOPALIN	Not Certificated	0.043259	-79.36905	Ecuador	Esmeraldas	Quinindé
PO1000010059	UNKNOWN	SINGKIL SEJAHTERA MAKMUR	SINGKIL SEJAHTERA MAKMUR	Not Certificated	2.462277	98.028212	Indonesia	Aceh	Aceh Singkil
PO1000010060	UNKNOWN	PALMAC	OLEOCASTILLO	Not Certificated	0.385874	-79.201614	Ecuador	Esmeraldas	Quinindé
PO1000010061	UNKNOWN	KHARISMA ISKANDAR MUDA	KHARISMA ISKANDAR MUDA	Not Certificated	4.092203	96.440669	Indonesia	Aceh	Nagan Raya
PO1000010062	UNKNOWN	CAHAYA UNGGUL PRIMA	CAHAYA UNGGUL PRIMA	Not Certificated	0.46372	111.34469	Indonesia	Kalimantan Barat	Sintang
PO1000010063	UNKNOWN	BIMA DESA SAWITA	BIMA DESA SAWITA	Not Certificated	4.287827	97.99708	Indonesia	Aceh	Aceh Tamiang
PO1000010064	PARASAWITA	PARASAWITA	PARASAWITA	Not Certificated	4.355038	98.152376	Indonesia	Aceh	Aceh Tamiang
PO1000010065	SUMBER TANI AGUNG (STA)	KARYA AGUNG SAWITA	PAPASO	Not Certificated	0.896	100.108222	Indonesia	Sumatera Utara	Padang Lawas
PO1000010067	ENSENGEI PALM OIL MILL SDN BHD	ENSENGEI PALM OIL MILL SDN BHD	ENSENGEI POM	Not Certificated	1.309159	110.624428	Malaysia	Sarawak	Simunjan
PO1000010068	SARAWAK OIL PALMS BERHAD	SARAWAK OIL PALMS BHD	LAMBIR	Not Certificated	4.12922	113.985065	Malaysia	Sarawak	Miri
PO1000010069	UNKNOWN	PERMATA NUSA SEJATI	PERMATA NUSA SEJATI	Not Certificated	4.173797	117.444342	Indonesia	Kalimantan Timur	Nunukan
PO1000010070	UNKNOWN	PANDEWAN PALM OIL MILL SDN BHD	PANDEWAN	Not Certificated	4.903667	116.475611	Malaysia	Sabah	Nabawan
PO1000010071	UNKNOWN	"FILIPINAS PALMOIL INDUSTRIES, INC. (FPII)"	FPPI PALM OIL MILL	Not Certificated	8.419639	126.021139	Philippines	Agusan del Sur	San Francisco
PO1000010072	FIRST RESOURCES	UMEKAH SARI PRATAMA	UMEKA SARI PRATAMA	Not Certificated	-2.1238	110.9809	Indonesia	Kalimantan Barat	Ketapang
PO1000010073	INCASI RAYA (GUNAS)	ADITYA AGROINDO	SIMPANG HULU BARAT	Not Certificated	-0.4393	110.23474	Indonesia	Kalimantan Barat	Ketapang
PO1000010074	UNKNOWN	SINAR UTAMA NABATI	SINAR UTAMA NABATI	Not Certificated	-0.391997	101.417014	Indonesia	Riau	Kuantan Singingi
PO1000010075	SIN TEK HUAT	GLOBALINDO AGRO LESTARI	GLOBALINDO AGRO LESTARI	Not Certificated	-6.628	105.62525	Indonesia	Banten	Pandeglang
PO1000010076	UNKNOWN	AGRO INDRALAYA MANDIRI	AGRO INDRALAYA MANDIRI	Not Certificated	-3.181898	104.5871203	Indonesia	Sumatera Selatan	Ogan Ilir
PO1000010077	BW (BUDIONO WIDODO)	PRATAMA UNGGUL SEJAHTERA	PRATAMA UNGGUL SEJAHTERA	Not Certificated	-2.84887	107.617715	Indonesia	Bangka Belitung	Belitung
PO1000010078	GENTING PLANTATIONS	GLOBALINDO AGUNG LESTARI	GLOBALINDO AGUNG LESTARI	MB	-2.584944	114.594417	Indonesia	Kalimantan Tengah	Kapuas
PO1000010168	UNKNOWN	EXTRACOSTA S.A.	EXTRACOSTA	Not Certificated	-1.562087	-79.542175	Ecuador	Los Rios	Pueblo Viejo
PO1000010169	UNKNOWN	POLIGROW COLOMBIA LTDA	POLIGROW COLOMBIA LTDA	"IP, MB"	3.012836	-72.203053	Colombia	Meta	Mapiripán
PO1000010240	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	PKS 7	MB	1.28225	116.91562	Indonesia	Kalimantan Timur	Kombeng
PO1000010249	SINAR MAS	KRESNA DUTA AGROINDO	GUNUNG KOMBENG	Not Certificated	1.112055	117.02188	Indonesia	Kalimantan Timur	Kutai Timur
PO1000010250	UNKNOWN	AGRA BUMI NIAGA	AGRA BUMI NIAGA	Not Certificated	4.575718	97.6190685	Indonesia	Aceh	Aceh Timur
PO1000010251	UNKNOWN	MUKO PANEN RAYA ABADI	MUKO PANEN RAYA ABADI	Not Certificated	-2.756698	101.391949	Indonesia	Bengkulu	Mukomuko
PO1000010252	UNKNOWN	SEMPURNA SEJAHTERA	BAMBANGAN	Not Certificated	4.162147	117.701358	Indonesia	Kalimantan Timur	Nunukan
PO1000010253	GAMA PLANTATIONS	TH INDO PLANTATIONS	TEMBUSU	Not Certificated	0.196929	103.009814	Indonesia	Riau	Indragiri Hilir
PO1000010254	GAMA PLANTATIONS	TH INDO PLANTATIONS	JATI	Not Certificated	0.106018	103.170413	Indonesia	Riau	Indragiri Hilir
PO1000010255	GAMA PLANTATIONS	TH INDO PLANTATIONS	AGATHIS	Not Certificated	0.103194	103.034445	Indonesia	Riau	Indragiri Hilir
PO1000010256	SINAR JAYA AGRO INVESTAMA (SJAI)	GAJAH SAKTI SAWIT	GAJAH SAKTI SAWIT	Not Certificated	-2.867818	101.43663	Indonesia	Bengkulu	Mukomuko
PO1000010257	ADIMULIA	ADIMULIA PALMO LESTARI	ADIMULIA PALMO LESTARI	Not Certificated	-1.706087	102.782404	Indonesia	Jambi	Batang Hari
PO1000010258	BUANA SRIWIJAYA SEJAHTERA (BSS)	SRI ANDAL LESTARI	SRI ANDAL LESTARI	Not Certificated	-2.785727	104.362489	Indonesia	Sumatera Selatan	Banyu Asin
PO1000010259	UNKNOWN	BUANA TUNAS SEJAHTERA	SAWIT SERIANG	Not Certificated	0.956288	111.882822	Indonesia	Kalimantan Barat	Kapuas Hulu
PO1000010262	TENERA LESTARI	ENSEM LESTARI	PKS NAGAN RAYA	Not Certificated	4.03408462	96.4750225	Indonesia	Aceh	Nagan Raya
PO1000010281	DARMEX AGRO	CERIA PRIMA	CP 1	Not Certificated	1.3689	109.6841	Indonesia	Kalimantan Barat	Bengkayang
PO1000010625	UNKNOWN	PALM D SRI NAKORN	PALM D SRI NAKORN	Not Certificated	8.0520269	100.2094702	Thailand	Nakhon Si Thammarat	Hua Sai
PO1000010669	SOCFIN S.A.	SOCFIN AGRICULTURAL COMPANY (SL) LTD	SOCFIN AGRICULTURAL COMPANY (SL) LTD	IP	7.43796	-11.889493	Sierra Leone	Southern	Pujehun
PO1000010713	UNKNOWN	MUSIM MAS HOLDINGS PTE LTD	GLOBALINDO ALAM PERKASA PALM OIL MILL	IP	-2.667978	112.772158	Indonesia	Kalimantan Tengah	Kotawaringin Timur
PO1000010727	SIME DARBY PLANTATION BHD	MARKHAM FARMING COMPANY LTD	ERAP / MARKHAM FAMRING 	"IP, MB"	-6.58087	146.64222	Papua New Guinea	Morobe	Chivasing
PO1000010731	UNKNOWN	PT. BIO INTI AGRINDO	PT. BIO INTI AGRINDO PKS 2	IP	-7.0966111	140.80911	Indonesia	Papua	Merauke
PO1000010735	UNKNOWN	PT. BIO INTI AGRINDO	PT. BIO INTI AGRINDO PKS 1	IP	-6.96325	140.51125	Indonesia	Papua	Merauke
PO1000010791	BENGKULU SAWIT LESTARI	BENGKULU SAWIT LESTARI	AWANA SAWIT LESTARI	Not Certificated	-1.704823	119.309324	Indonesia	Sulawesi Barat	Mamuju Utara
PO1000010793	UNKNOWN	UNKNOWN	IKA BINA AGRO WISESA	Not Certificated	5.132978	97.090864	Indonesia	Aceh	Aceh Utara
PO1000010794	UNKNOWN	UNKNOWN	KHARISMA WIRAJAYA PALMA	Not Certificated	0.826015	100.916237	Indonesia	Riau	Kampar
PO1000010795	UNKNOWN	PT BERKALA MAJU BERSAMA	PT BERKALA MAJU BERSAMA	Not Certificated	-1.459278	113.397417	Indonesia	Kalimantan Tengah	Gunung Mas
PO1000010796	UNKNOWN	UNKNOWN	PALMA AGROINDO MANDIRI	Not Certificated	-2.38248	111.30788	Indonesia	Kalimantan Tengah	Kotawaringin Barat
PO1000010798	SIKAPAS	SUMBER TANI AGUNG	SIKAPAS	Not Certificated	1.221083	98.882	Indonesia	Sumatera Utara	Mandailing Natal
PO1000010800	AGROVICMART	AGROVICMART	AGROVICMART	Not Certificated	4.978	-72.616	Colombia	Casanare	Aguazul
PO1000010802	DHARMA SATYA NUSANTARA (DSN)	DHARMA SATYA NUSANTARA	DHARMA SATYA NUSANTARA MILL 8 (AGRO ANDALAN)	Not Certificated	-0.102824	111.029149	Indonesia	Kalimantan Barat	Sekadau
PO1000010803	EXTRACEITE	EXTRACEITE	EXTRACEITE	Not Certificated	12.203	-84.232	Nicaragua	Atlántico Sur	El Rama
PO1000010804	GOLDEN AGRO PLANTATION (GAP)	GOLDEN AGRO PLANTATION (GAP)	GOLDEN AGRO PLANTATION (GAP)	Not Certificated	2.6725	112.1272	Malaysia	Sarawak	Dalat
PO1000010805	KARYA HEVEA INDONESIA	KARYA HEVEA INDONESIA	KARYA HEVEA INDONESIA	Not Certificated	3.374417	99.02	Indonesia	Sumatera Utara	Serdang Bedagai
PO1000010806	KENCANA AGRI GROUP	KENCANA AGRI GROUP	DELTA SUBUR PERMAI	Not Certificated	-1.215564	122.518659	Indonesia	Sulawesi Tengah	Banggai
PO1000010807	KIARA SAWIT ABADI	KIARA SAWIT ABADI	GELATIK	Not Certificated	0.81729	111.01222	Indonesia	Kalimantan Barat	Sintang
PO1000010808	MITRA ANDALAN SEJAHTERA	MITRA ANDALAN SEJAHTERA	MITRA ANDALAN SEJAHTERA	Not Certificated	0.07979	109.27726	Indonesia	Kalimantan Barat	Pontianak
PO1000010809	OLEOINVERSIONES ZOMAC	OLEOINVERSIONES ZOMAC	OLEOINVERSIONES ZOMAC	Not Certificated	4.689	-72.081	Colombia	Casanare	Maní
PO1000010810	PALMAS OLEAGINOSAS BUCARELIA SAS	PALMAS OLEAGINOSAS BUCARELIA S.A.S.	PALMAS OLEAGINOSAS BUCARELIA SAS	Not Certificated	7.22978	-73.85034	Colombia	Santander	Puerto Wilches
PO1000010811	SAGO	SAGO	ANGGOLI	Not Certificated	1.538639	98.984611	Indonesia	Sumatera Utara	Tapanuli Tengah
PO1000010812	SUMBER TANI AGUNG	SUMBER TANI AGUNG	KARYA AGUNG SAWITA - UJUNG BATU	Not Certificated	1.312778	100.167778	Indonesia	Riau	Rokan Hulu
PO1000010813	SUNGAI SUGUT	SUNGAI SUGUT	SUNGAI SUGUT	Not Certificated	5.85378	117.3223	Malaysia	Sabah	Beluran
PO1000010814	UNIACEITES	UNIACEITES	UNIACEITES	Not Certificated	16.536293	-89.86288	Guatemala	Petén	Dolores
PO1000010815	WILMAR GROUP	AGRONUSA INVESTAMA	AGRONUSA INVESTAMA 3 - SAMBAS	MB	1.42149	109.53715	Indonesia	Kalimantan Barat	Sambas
PO1000010817	WTK GROUP	WTK GROUP	SUAJAYA MAHIR CROP	Not Certificated	2.848833	112.705861	Malaysia	Sarawak	Mukah
PO1000010882	AGRO ARTHA SURYA	AGRO ARTHA SURYA	AGRO ARTHA SURYA	Not Certificated	0.749611	122.430861	Indonesia	Gorontalo	Boalemo
PO1000010883	SAWIT JAMBI LESTARI (PRG)	RANTAU GEDANG	RANTAU GEDANG	Not Certificated	-1.532222	102.906111	Indonesia	Jambi	Batang Hari
PO1000010884	OTACO CO	OTACO	OTACO	Not Certificated	7.724815	99.324366	Thailand	Trang	Sikao
PO1000010886	OIL SUM 	EXTRACTORA LOMA FRESCA	EXTRACTORA LOMA FRESCA	Not Certificated	7.528413	-73.936587	Colombia	Bolívar	Simití
PO1000010944	KPN	KPN	GRAHA AGRO NUSANTRA	Not Certificated	-0.083509	109.702795	Indonesia	Kalimantan Barat	Kubu Raya
PO1000010945	PERMATA NUSA SEJATI	PERMATA NUSA SEJATI	PT PERMATA NUSA SEJATI	Not Certificated	-0.297753	111.639998	Indonesia	Kalimantan Barat	Melawi
PO1000010946	TBS OIL MILL SDN BHD	TBS OIL MILL SDN BHD	TBS OIL MILL	Not Certificated	2.007215	111.352186	Malaysia	Sarawak	Saratok
PO1000010947	IGAN OIL MILL SDN BHD	IGAN OIL MILL SDN BHD	TA ANN PELITA IGAN	Not Certificated	2.783242	111.737797	Malaysia	Sarawak	Matu
PO1000010948	PTPN VII	PERKEBUNAN NUSANTARA VII	PPKR TEBENAN	Not Certificated	-2.869715	104.191838	Indonesia	Sumatera Selatan	Banyu Asin
PO1000010949	UNIVANICH PALM OIL CO. LTD	UNIVANICH PALM OIL PUBLIC COMPANY LTD	KHLONGTOM DIVISION	Not Certificated	7.987779	99.209092	Thailand	Krabi	Khlong Thom
PO1000010950	CI TOP	CI TOP S.A	PALMEIRAS COLOMBIA S.A.	Not Certificated	1.4589	-78.6869	Colombia	Nariño	Tumaco
PO1000010951	UNIVANICH PALM OIL PCL	UNIVANICH PALM OIL PUBLIC COMPANY LTD	CVP	Not Certificated	9.237	98.3964	Thailand	Phangnga	Khura Buri
PO1000010952	KENRAM PALM OIL INDUSTRIES	KENRAM PALM OIL INDUSTRIES	KENRAM PALM OIL INDUSTRIES	Not Certificated	6.67798	124.60326	Philippines	Sultan Kudarat	Isulan
PO1000011157	UNKNOWN	KRISHNA ENTERPRISES	KRISHNA ENTERPRISES	Not Certificated	8.95073	76.99746	India	Kerala	Kollam
PO1000011158	UNKNOWN	CITALARAS CIPTA INDONESIA	ANAK ANGKAT	Not Certificated	-2.063677	101.005994	Indonesia	Sumatera Barat	Pesisir Selatan
PO1000011159	UNKNOWN	AGRO SINERGI NUSANTARA	BATEE PUTEH	Not Certificated	4.453558	95.927323	Indonesia	Aceh	Aceh Jaya
PO1000011160	PTPN III	PERKEBUNAN NUSANTARA II	ARSO	Not Certificated	-2.784752	140.722898	Indonesia	Papua	Keerom
PO1000011161	UNKNOWN	BUANA TUNAS SEJAHTERA	SUNGAI TAWANG	Not Certificated	0.78499	111.77888	Indonesia	Kalimantan Barat	Kapuas Hulu
PO1000011163	UNKNOWN	PALM THONG THAI CO	PALM THONG THAI CO	Not Certificated	12.2671104	99.8405216	Thailand	Prachuap Khiri Khan	K. Sam Roi Yot
PO1000011164	UNKNOWN	PHATTRA PALM OIL	PHATTRA PALM OIL	Not Certificated	8.2183275	99.0529751	Thailand	Krabi	Khao Phanom
PO1000011165	UNKNOWN	BIDCO UGANDA	BWENDERO PALM OIL MILL	Not Certificated	-0.446111	32.219722	Uganda	Kalangala	Bujumba
PO1000011166	UNKNOWN	WAHANA KARYA SEJAHTERA MANDIRI	WAHANA KARYA SEJAHTERA MANDIRI	Not Certificated	-2.111927	119.339396	Indonesia	Sulawesi Barat	Mamuju
PO1000011167	UNKNOWN	ALAM JAYA PERSADA	ALAM JAYA PERSADA	Not Certificated	-0.931346389	117.1502303	Indonesia	Kalimantan Timur	Kutai Kartanegara
PO1000011168	UNKNOWN	SUMBER TANI AGUNG	KARYA AGUNG SAWIT (UJUNG BATU)	Not Certificated	1.318478	100.010726	Indonesia	Sumatera Utara	Padang Lawas
PO1000011169	UNKNOWN	TZEN PLANTATION	LIGURIA OIL MILL	Not Certificated	-4.956151	151.957441	Papua New Guinea	East New Britain	Pomio
PO1000011170	UNKNOWN	PALMAS DE CANDELARIA	PALMAS DE CANDELARIA	Not Certificated	18.321833	-91.364833	Mexico	Campeche	Carmen
PO1000011171	UNKNOWN	TELANGANA STATE OIL FEDERATION	APPARAOPETA OIL PALM FACTORY	Not Certificated	17.252656	81.096193	India	Telangana	Khammam
PO1000011172	UNKNOWN	EQUATORIAL PALM OIL	PALM BAY	IP	5.83197	-9.7634	Liberia	GrandBassa	District # 4
PO1000011173	UNKNOWN	TH PLANTATION BHD	KILANG SAWIT BIJAT	Not Certificated	1.330232	111.451023	Malaysia	Sarawak	Sri Aman
PO1000011174	UNKNOWN	DHANISTA SURYA NUSANTARA	KENAYA	Not Certificated	-0.956973	110.4042	Indonesia	Kalimantan Barat	Ketapang
PO1000011175	UNKNOWN	AEN PALM OIL PROCESSING	AEN PALM OIL PROCESSING	Not Certificated	6.545986	80.228546	Sri Lanka	Kalutara	Palindanuwara
PO1000011179	UNKNOWN	SUMBER TANI AGUNG	MADINA AGRO LESTARI (SIKAPAS)	Not Certificated	1.2171944	98.895722	Indonesia	Sumatera Utara	Mandailing Natal
PO1000011180	UNKNOWN	TIAN TUJUHPULUH UTAMA	BALAI JAYA	Not Certificated	1.684	100.53362	Indonesia	Riau	Rokan Hilir
